date, pm25, pm10, o3, no2, so2, co
2018/12/29, 148, 123, 4, 5, , 
2018/12/30, 157, , , , , 
2018/7/1, 130, 61, 6, 6, 2, 4
2018/7/2, 116, 54, 3, 5, 3, 12
2018/7/3, 98, 48, 5, 5, 5, 7
2018/7/4, 89, 56, 8, 5, 2, 4
2018/7/5, 108, 57, 10, 5, 3, 7
2018/7/6, 106, 61, 7, 5, 2, 8
2018/7/7, 102, 67, 11, 5, 3, 8
2018/7/8, 97, 82, 2, 5, 3, 7
2018/7/9, 130, 71, 4, 5, 3, 6
2018/7/10, 117, 62, 8, 5, 2, 6
2018/7/11, 89, 50, 6, 5, 3, 9
2018/7/12, 57, 24, 7, 5, 2, 7
2018/7/13, 51, 43, 7, 5, 2, 6
2018/7/14, 46, 37, 6, 5, 5, 6
2018/7/15, 60, 53, 10, 5, 3, 9
2018/7/16, 65, 56, 3, 5, 1, 6
2018/7/17, 52, 63, 3, 5, 1, 5
2018/7/18, 120, 70, 1, 4, 18, 16
2018/7/19, 115, 60, , 2, 6, 8
2018/7/20, 127, 51, , 2, 4, 7
2018/7/21, 127, , , , , 
2018/7/23, 145, 66, 9, , 2, 7
2018/7/24, 93, 64, 9, 5, 2, 6
2018/7/25, 57, 54, 8, 6, 2, 6
2018/7/26, 63, 47, 5, 6, 2, 7
2018/7/27, 77, , , , , 
2018/7/30, 91, 47, 12, 6, 2, 10
2018/7/31, 98, 56, 11, 6, 2, 7
2018/8/1, 101, 71, 6, 6, 2, 6
2018/8/2, 104, 64, 5, 6, 2, 6
2018/8/3, 107, 70, 25, 6, 2, 8
2018/8/4, 127, 51, 25, 6, 2, 7
2018/8/5, 110, 22, 18, 6, 5, 10
2018/8/6, 53, 15, 7, 6, 4, 8
2018/8/7, 47, 40, 3, 6, 3, 6
2018/8/8, 60, 34, 17, 6, 5, 6
2018/8/9, 57, 46, 7, 6, 8, 6
2018/8/10, 100, 32, 18, 6, 5, 4
2018/8/11, 64, 54, 15, 6, 5, 5
2018/8/12, 68, 41, , 6, 5, 8
2018/8/13, 43, 43, 1, 6, 6, 14
2018/8/14, 50, 32, 12, 5, 6, 9
2018/8/15, 53, 52, 5, 5, 5, 8
2018/8/16, 74, 50, 7, 5, 9, 13
2018/8/17, 61, 47, 4, 5, 7, 9
2018/8/18, 68, 28, 11, 5, 6, 9
2018/8/19, 50, 39, 4, 5, 5, 7
2018/8/20, 59, 37, , 6, 6, 9
2018/8/21, 58, 41, 6, 6, 5, 9
2018/8/22, 60, 32, 9, 6, 5, 7
2018/8/23, 57, 41, 15, 5, 7, 11
2018/8/24, 54, 34, 14, 5, 2, 2
2018/8/25, 48, 33, 8, 5, 2, 2
2018/8/26, 54, 41, 21, 6, 2, 3
2018/8/27, 59, 50, 9, 5, 2, 2
2018/8/28, 72, 35, 7, 6, 2, 3
2018/8/29, 65, 39, 9, 6, 2, 6
2018/8/30, 63, 52, , 5, 2, 5
2018/8/31, 68, 50, , 5, 3, 6
2018/9/1, 68, 42, 7, 5, 3, 6
2018/9/2, 60, 42, 14, 5, 4, 6
2018/9/3, 66, 36, 19, 6, 3, 5
2018/9/4, 65, 45, 9, 6, 2, 6
2018/9/5, 77, 47, 27, 5, 3, 6
