latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
28.447,77.968,310.3,1,1,2020-02-18,0535,Terra,MODIS,66,6.0NRT,293.7,8,D
27.831,78.312,326.9,1,1,2020-02-18,0535,Terra,MODIS,84,6.0NRT,293.5,24.2,D
31.552,72.658,314,1.5,1.2,2020-02-19,0615,Terra,MODIS,71,6.0NRT,293.9,17.9,D
31.542,72.632,308.5,1.5,1.2,2020-02-19,0615,Terra,MODIS,26,6.0NRT,293.8,9.5,D
31.31,72.402,306.3,1.5,1.2,2020-02-19,0615,Terra,MODIS,56,6.0NRT,294.2,7.8,D
31.304,72.41,305.8,1.5,1.2,2020-02-19,0615,Terra,MODIS,55,6.0NRT,294,7.2,D
31.779,72.859,305.3,1.5,1.2,2020-02-19,0615,Terra,MODIS,48,6.0NRT,294.1,7.3,D
32.327,72.554,307.5,1.4,1.2,2020-02-19,0615,Terra,MODIS,65,6.0NRT,293.6,9.7,D
31.745,72.801,320.2,1.5,1.2,2020-02-19,0615,Terra,MODIS,78,6.0NRT,294.4,28,D
31.742,72.817,306.4,1.5,1.2,2020-02-19,0615,Terra,MODIS,29,6.0NRT,293.7,7.6,D
31.752,72.705,304.4,1.5,1.2,2020-02-19,0615,Terra,MODIS,43,6.0NRT,293,6.5,D
31.737,72.782,312,1.5,1.2,2020-02-19,0615,Terra,MODIS,55,6.0NRT,294.5,14.3,D
31.611,72.777,308.2,1.5,1.2,2020-02-19,0615,Terra,MODIS,60,6.0NRT,294.8,9.6,D
31.547,72.624,306.2,1.5,1.2,2020-02-19,0615,Terra,MODIS,32,6.0NRT,294,7,D
29.077,78.044,301.3,1.2,1.1,2020-02-19,0750,Aqua,MODIS,40,6.0NRT,280.4,6.3,D
29.312,78.729,310.5,1.1,1,2020-02-19,0750,Aqua,MODIS,70,6.0NRT,297.1,7.2,D
29.115,77.908,307.8,1.2,1.1,2020-02-20,0520,Terra,MODIS,63,6.0NRT,293.6,6.9,D
31.038,74.486,305.8,2.1,1.4,2020-02-20,0520,Terra,MODIS,55,6.0NRT,286.7,16.7,D
30.207,77.204,305.1,1.3,1.1,2020-02-20,0520,Terra,MODIS,60,6.0NRT,293.1,7.4,D
29.727,77.819,307.1,1.2,1.1,2020-02-20,0520,Terra,MODIS,63,6.0NRT,294.5,6.4,D
29.55,77.433,307.4,1.3,1.1,2020-02-20,0520,Terra,MODIS,63,6.0NRT,292.8,8,D
29.11,79.004,303.9,1.1,1,2020-02-20,0520,Terra,MODIS,31,6.0NRT,293.1,3.6,D
29.073,77.342,303.4,1.3,1.1,2020-02-20,0520,Terra,MODIS,49,6.0NRT,291.3,4.4,D
31.013,72.911,311.6,1.2,1.1,2020-02-20,0835,Aqua,MODIS,68,6.0NRT,291.9,11,D
31.093,72.814,309.8,1.2,1.1,2020-02-20,0835,Aqua,MODIS,65,6.0NRT,292.4,7.9,D
31.324,72.785,307.4,1.2,1.1,2020-02-20,0835,Aqua,MODIS,56,6.0NRT,291.2,7.4,D
31.322,72.772,304.6,1.2,1.1,2020-02-20,0835,Aqua,MODIS,38,6.0NRT,291.3,5.1,D
31.685,72.573,306,1.2,1.1,2020-02-20,0835,Aqua,MODIS,47,6.0NRT,291.9,5.3,D
30.027,77.849,307.8,2.4,1.5,2020-02-20,0835,Aqua,MODIS,64,6.0NRT,296.1,17.3,D
31.095,72.827,310.2,1.2,1.1,2020-02-20,0835,Aqua,MODIS,66,6.0NRT,292.5,8.4,D
31.398,72.356,317.2,1.1,1,2020-02-21,0605,Terra,MODIS,74,6.0NRT,293.5,13.6,D
32.397,72.595,307.7,1.1,1,2020-02-21,0605,Terra,MODIS,59,6.0NRT,295.3,5.1,D
32.341,72.6,310.2,1.1,1,2020-02-21,0605,Terra,MODIS,56,6.0NRT,295,7.3,D
32.07,73.171,308.6,1.1,1,2020-02-21,0605,Terra,MODIS,63,6.0NRT,292.8,7.3,D
32.068,73.183,307.1,1.1,1,2020-02-21,0605,Terra,MODIS,59,6.0NRT,292.8,6.2,D
32.122,72.46,314.3,1,1,2020-02-21,0605,Terra,MODIS,70,6.0NRT,294.7,10.8,D
32.013,73.129,320.4,1.1,1,2020-02-21,0605,Terra,MODIS,78,6.0NRT,293.5,18.3,D
31.88,72.355,322.4,1,1,2020-02-21,0605,Terra,MODIS,79,6.0NRT,294.9,18.9,D
31.784,72.836,308.9,1.1,1,2020-02-21,0605,Terra,MODIS,60,6.0NRT,293.4,6.8,D
31.758,72.819,319,1.1,1,2020-02-21,0605,Terra,MODIS,76,6.0NRT,294.1,16,D
31.506,73.991,308.3,1.2,1.1,2020-02-21,0605,Terra,MODIS,64,6.0NRT,291.6,9.2,D
31.643,72.951,307.6,1.1,1,2020-02-21,0605,Terra,MODIS,33,6.0NRT,293.3,5,D
31.641,72.962,313.9,1.1,1,2020-02-21,0605,Terra,MODIS,68,6.0NRT,293.9,10.1,D
31.601,73.202,323.2,1.1,1.1,2020-02-21,0605,Terra,MODIS,80,6.0NRT,293.8,21.2,D
31.636,72.954,317.3,1.1,1,2020-02-21,0605,Terra,MODIS,74,6.0NRT,293.8,14.2,D
31.643,72.793,313.8,1.1,1,2020-02-21,0605,Terra,MODIS,69,6.0NRT,294.9,9.9,D
31.601,72.935,307.8,1.1,1,2020-02-21,0605,Terra,MODIS,56,6.0NRT,292.6,6.3,D
31.614,72.74,307.1,1.1,1,2020-02-21,0605,Terra,MODIS,52,6.0NRT,294.3,4.6,D
31.504,72.452,305.9,1.1,1,2020-02-21,0605,Terra,MODIS,47,6.0NRT,293.1,4.6,D
31.466,72.569,305.3,1.1,1,2020-02-21,0605,Terra,MODIS,44,6.0NRT,292.8,4.6,D
31.444,72.587,304.6,1.1,1,2020-02-21,0605,Terra,MODIS,29,6.0NRT,291.9,4.1,D
31.4,72.345,320,1.1,1,2020-02-21,0605,Terra,MODIS,77,6.0NRT,293.4,16.2,D
30.853,73.764,309.7,1.2,1.1,2020-02-21,0605,Terra,MODIS,58,6.0NRT,294.7,7.8,D
30.564,72.657,302.5,1.1,1,2020-02-21,0605,Terra,MODIS,38,6.0NRT,291.2,3.6,D
29.649,73.093,307.2,1.2,1.1,2020-02-21,0605,Terra,MODIS,22,6.0NRT,294.6,7.2,D
31.311,75.342,307,2.4,1.5,2020-02-21,0740,Aqua,MODIS,61,6.0NRT,289.9,19.5,D
31.305,75.339,308.2,2.4,1.5,2020-02-21,0740,Aqua,MODIS,58,6.0NRT,289.8,22.1,D
27.513,76.672,314.2,1,1,2020-02-21,1705,Terra,MODIS,89,6.0NRT,284.1,15.6,N
27.186,77.447,305.5,1.9,1.3,2020-02-22,0510,Terra,MODIS,48,6.0NRT,291.1,12.1,D
31.324,73.527,308.3,1,1,2020-02-22,0820,Aqua,MODIS,54,6.0NRT,296,4.6,D
30.877,72.71,309.6,1,1,2020-02-22,0820,Aqua,MODIS,50,6.0NRT,297.1,4.5,D
31.143,72.959,308.6,1,1,2020-02-22,0820,Aqua,MODIS,45,6.0NRT,294.7,3.7,D
31.142,72.949,322.6,1,1,2020-02-22,0820,Aqua,MODIS,77,6.0NRT,296.4,15.8,D
31.323,73.517,308.8,1,1,2020-02-22,0820,Aqua,MODIS,55,6.0NRT,295.5,4.9,D
31.569,75.348,311.6,1.1,1.1,2020-02-22,0820,Aqua,MODIS,0,6.0NRT,297.3,9.2,D
31.489,72.482,308.8,1,1,2020-02-22,0820,Aqua,MODIS,50,6.0NRT,295.3,4.4,D
31.487,72.472,321.2,1,1,2020-02-22,0820,Aqua,MODIS,76,6.0NRT,294,14.7,D
31.847,73.186,313.9,1,1,2020-02-22,0820,Aqua,MODIS,67,6.0NRT,295.7,9.4,D
31.846,73.175,307.9,1,1,2020-02-22,0820,Aqua,MODIS,48,6.0NRT,295.1,4.7,D
31.857,72.351,308.9,1,1,2020-02-22,0820,Aqua,MODIS,41,6.0NRT,295.1,4.3,D
31.986,73.19,317.2,1,1,2020-02-22,0820,Aqua,MODIS,47,6.0NRT,298,9.1,D
32.097,72.348,312.1,1,1,2020-02-22,0820,Aqua,MODIS,57,6.0NRT,298.7,5.3,D
32.096,72.338,314.2,1,1,2020-02-22,0820,Aqua,MODIS,63,6.0NRT,299.1,6.9,D
32.169,72.403,315.7,1,1,2020-02-22,0825,Aqua,MODIS,68,6.0NRT,298.3,8.8,D
32.168,72.393,323.2,1,1,2020-02-22,0825,Aqua,MODIS,78,6.0NRT,298.9,15.7,D
32.37,73.579,306.8,1,1,2020-02-22,0825,Aqua,MODIS,49,6.0NRT,295,4.8,D
32.369,73.568,311.2,1,1,2020-02-22,0825,Aqua,MODIS,64,6.0NRT,295.3,7.9,D
33.117,72.714,316.1,1,1,2020-02-22,0825,Aqua,MODIS,71,6.0NRT,299.3,7.9,D
33.116,73.717,308,1,1,2020-02-23,0550,Terra,MODIS,62,6.0NRT,294.4,5.2,D
32.794,72.659,312,1,1,2020-02-23,0550,Terra,MODIS,64,6.0NRT,298.6,6.9,D
32.784,72.658,314,1,1,2020-02-23,0550,Terra,MODIS,68,6.0NRT,296.1,8.6,D
32.446,72.911,309.8,1,1,2020-02-23,0550,Terra,MODIS,63,6.0NRT,296.6,5.7,D
32.375,72.891,308.7,1,1,2020-02-23,0550,Terra,MODIS,60,6.0NRT,296.4,5.3,D
32.345,73.04,313.8,1,1,2020-02-23,0550,Terra,MODIS,70,6.0NRT,295.7,9.6,D
32.208,73.488,307.1,1,1,2020-02-23,0550,Terra,MODIS,58,6.0NRT,294.5,5.1,D
32.252,72.851,309.2,1,1,2020-02-23,0550,Terra,MODIS,61,6.0NRT,296.9,5.7,D
31.936,74.764,308.2,1,1,2020-02-23,0550,Terra,MODIS,0,6.0NRT,293.1,7.3,D
32.266,72.411,307,1.1,1,2020-02-23,0550,Terra,MODIS,46,6.0NRT,296.3,4.2,D
31.697,75.697,311.2,1.1,1,2020-02-23,0550,Terra,MODIS,71,6.0NRT,294.2,8.4,D
31.664,75.667,307.9,1.1,1,2020-02-23,0550,Terra,MODIS,66,6.0NRT,294.9,5.7,D
32.134,72.358,308.8,1.1,1,2020-02-23,0550,Terra,MODIS,52,6.0NRT,297.5,4.3,D
32.079,72.432,308.1,1,1,2020-02-23,0550,Terra,MODIS,51,6.0NRT,295.5,5.5,D
31.545,75.606,304.9,1.1,1,2020-02-23,0550,Terra,MODIS,26,6.0NRT,289,6.7,D
31.913,72.972,312.2,1,1,2020-02-23,0550,Terra,MODIS,66,6.0NRT,295.7,8,D
31.244,76.143,306.7,1.1,1.1,2020-02-23,0550,Terra,MODIS,64,6.0NRT,293.6,5.8,D
31.305,75.713,303.8,1.1,1,2020-02-23,0550,Terra,MODIS,56,6.0NRT,292.4,4.1,D
31.705,72.745,317.7,1,1,2020-02-23,0550,Terra,MODIS,73,6.0NRT,296.7,11.8,D
31.173,76.073,307.7,1.1,1.1,2020-02-23,0550,Terra,MODIS,66,6.0NRT,292.7,6.8,D
31.495,73.322,308.1,1,1,2020-02-23,0550,Terra,MODIS,56,6.0NRT,296.5,4.5,D
31.519,72.494,309.7,1,1,2020-02-23,0550,Terra,MODIS,57,6.0NRT,295.4,6,D
31.4,72.488,308.3,1,1,2020-02-23,0550,Terra,MODIS,45,6.0NRT,295.4,5.4,D
31.389,72.497,308.3,1,1,2020-02-23,0550,Terra,MODIS,53,6.0NRT,295,5.8,D
31.356,72.407,318.4,1,1,2020-02-23,0550,Terra,MODIS,74,6.0NRT,295.2,14.2,D
31.355,72.418,314.6,1,1,2020-02-23,0550,Terra,MODIS,69,6.0NRT,294.8,10.8,D
31.165,72.393,309.8,1,1,2020-02-23,0550,Terra,MODIS,59,6.0NRT,295.9,6,D
31.163,72.404,308.3,1,1,2020-02-23,0550,Terra,MODIS,50,6.0NRT,296.3,4.8,D
31.126,72.474,309.5,1,1,2020-02-23,0550,Terra,MODIS,58,6.0NRT,294.8,6,D
30.741,72.532,309.8,1,1,2020-02-23,0550,Terra,MODIS,60,6.0NRT,295.7,6.3,D
30.739,72.543,310.6,1,1,2020-02-23,0550,Terra,MODIS,62,6.0NRT,295.8,6.7,D
29.126,75.777,308.1,1.1,1.1,2020-02-23,0555,Terra,MODIS,58,6.0NRT,294.6,6.7,D
28.944,75.869,306.7,1.2,1.1,2020-02-23,0555,Terra,MODIS,53,6.0NRT,292.2,6.5,D
28.845,75.645,310.1,1.1,1.1,2020-02-23,0555,Terra,MODIS,55,6.0NRT,292.9,9.1,D
31.386,73.459,306.4,3.4,1.7,2020-02-24,0635,Terra,MODIS,47,6.0NRT,291.8,27.8,D
28.123,78.051,309.1,1,1,2020-02-24,0810,Aqua,MODIS,55,6.0NRT,294.8,6.3,D
28.789,77.796,315.2,1,1,2020-02-24,0810,Aqua,MODIS,70,6.0NRT,296.2,10,D
28.787,77.785,307.8,1,1,2020-02-24,0810,Aqua,MODIS,51,6.0NRT,295.4,3.9,D
28.784,77.689,312.8,1,1,2020-02-24,0810,Aqua,MODIS,66,6.0NRT,294.8,7.8,D
29.36,76.279,305.8,1,1,2020-02-24,0810,Aqua,MODIS,44,6.0NRT,295.3,4.4,D
29.906,72.834,311.7,1.2,1.1,2020-02-24,0810,Aqua,MODIS,60,6.0NRT,296.6,6.7,D
30.461,76.311,331.5,1,1,2020-02-24,0810,Aqua,MODIS,87,6.0NRT,296.3,28.8,D
30.426,75.874,308.3,1,1,2020-02-24,0810,Aqua,MODIS,62,6.0NRT,295.2,5.9,D
30.896,73.801,313.7,1.1,1,2020-02-24,0810,Aqua,MODIS,69,6.0NRT,297.5,8.4,D
31.405,72.688,311.3,1.2,1.1,2020-02-24,0810,Aqua,MODIS,54,6.0NRT,292.2,7.8,D
31.887,75.393,306.2,1,1,2020-02-24,0810,Aqua,MODIS,57,6.0NRT,295.2,4.5,D
31.55,72.876,312,1.2,1.1,2020-02-24,0810,Aqua,MODIS,63,6.0NRT,296.1,8.5,D
31.963,75.221,308.2,1,1,2020-02-24,0810,Aqua,MODIS,63,6.0NRT,295.3,6.1,D
31.61,72.919,309.9,1.2,1.1,2020-02-24,0810,Aqua,MODIS,57,6.0NRT,296.6,6.3,D
31.776,72.806,322.2,1.2,1.1,2020-02-24,0810,Aqua,MODIS,77,6.0NRT,297.1,18.5,D
32.118,73.127,311.5,1.1,1.1,2020-02-24,0810,Aqua,MODIS,60,6.0NRT,296.2,8.8,D
32.221,72.336,309.8,1.2,1.1,2020-02-24,0810,Aqua,MODIS,0,6.0NRT,295.8,5,D
32.219,72.324,314.2,1.2,1.1,2020-02-24,0810,Aqua,MODIS,0,6.0NRT,297.2,8.3,D
32.321,72.679,309.2,1.2,1.1,2020-02-24,0810,Aqua,MODIS,51,6.0NRT,296.9,6.1,D
32.776,74.244,306.5,1,1,2020-02-24,0810,Aqua,MODIS,50,6.0NRT,294.6,4.8,D
32.965,72.791,309.1,1.4,1.2,2020-02-25,0540,Terra,MODIS,57,6.0NRT,296.1,7.3,D
32.249,72.855,306.8,1.4,1.2,2020-02-25,0540,Terra,MODIS,52,6.0NRT,295.6,6.3,D
32.038,73.184,309.1,1.3,1.1,2020-02-25,0540,Terra,MODIS,53,6.0NRT,294.5,7.6,D
32.103,72.334,309.9,1.5,1.2,2020-02-25,0540,Terra,MODIS,60,6.0NRT,295,10.1,D
31.549,75.846,308.1,1,1,2020-02-25,0540,Terra,MODIS,66,6.0NRT,295.3,5.3,D
31.796,72.726,310.5,1.4,1.2,2020-02-25,0540,Terra,MODIS,62,6.0NRT,293.4,10.7,D
31.246,75.711,314.3,1,1,2020-02-25,0540,Terra,MODIS,73,6.0NRT,294.4,11.1,D
30.893,76.252,302.9,1,1,2020-02-25,0540,Terra,MODIS,50,6.0NRT,292.2,3.1,D
31.093,72.758,311.8,1.3,1.1,2020-02-25,0540,Terra,MODIS,65,6.0NRT,295,11.2,D
30.098,76.832,304,1,1,2020-02-25,0540,Terra,MODIS,56,6.0NRT,293.2,3.7,D
29.201,79.091,304.1,1.2,1.1,2020-02-25,0540,Terra,MODIS,56,6.0NRT,291.5,4.7,D
29.87,72.783,309.5,1.3,1.1,2020-02-25,0540,Terra,MODIS,62,6.0NRT,295,7.3,D
28.024,77.29,307.3,1,1,2020-02-25,0540,Terra,MODIS,58,6.0NRT,292.7,6.3,D
32.423,72.903,308.8,1.9,1.3,2020-02-26,0625,Terra,MODIS,61,6.0NRT,296.2,11.6,D
32.418,72.895,309.2,1.9,1.3,2020-02-26,0625,Terra,MODIS,62,6.0NRT,296.2,12.9,D
31.472,72.428,310.2,1.8,1.3,2020-02-26,0625,Terra,MODIS,60,6.0NRT,295.7,14.6,D
31.168,73.293,306.9,2.1,1.4,2020-02-26,0625,Terra,MODIS,54,6.0NRT,294.5,14,D
29.894,72.742,311.3,2.1,1.4,2020-02-26,0625,Terra,MODIS,67,6.0NRT,297.2,17,D
28.052,78.136,311.6,1.1,1,2020-02-26,0755,Aqua,MODIS,63,6.0NRT,296.5,8.2,D
28.941,77.327,311.4,1.1,1,2020-02-26,0755,Aqua,MODIS,64,6.0NRT,295.5,8.6,D
29.071,77.345,307.9,1.1,1,2020-02-26,0755,Aqua,MODIS,56,6.0NRT,295.2,5.7,D
29.198,77.617,306,1.1,1,2020-02-26,0755,Aqua,MODIS,53,6.0NRT,295.3,4.1,D
29.558,77.603,306,1.1,1,2020-02-26,0755,Aqua,MODIS,57,6.0NRT,292.8,4.1,D
29.737,77.928,304.3,1,1,2020-02-26,0755,Aqua,MODIS,45,6.0NRT,287.8,3.9,D
29.846,77.618,305.8,1.1,1,2020-02-26,0755,Aqua,MODIS,58,6.0NRT,293.2,4.3,D
30.492,77.789,311.6,1,1,2020-02-26,0755,Aqua,MODIS,54,6.0NRT,295.6,8.1,D
31.775,75.534,308.3,1.2,1.1,2020-02-26,0800,Aqua,MODIS,59,6.0NRT,296.8,6.1,D
31.968,75.397,307.1,1.2,1.1,2020-02-26,0800,Aqua,MODIS,60,6.0NRT,295.2,6.7,D
31.491,72.583,310.3,1.8,1.3,2020-02-26,0800,Aqua,MODIS,62,6.0NRT,297.1,12.9,D
32.006,74.901,321,1.3,1.1,2020-02-26,0800,Aqua,MODIS,79,6.0NRT,295,24.6,D
31.745,73.11,309.3,1.7,1.3,2020-02-26,0800,Aqua,MODIS,60,6.0NRT,297.7,8.9,D
31.902,73.02,310,1.7,1.3,2020-02-26,0800,Aqua,MODIS,61,6.0NRT,297.9,9.5,D
32.374,73.428,307.8,1.5,1.2,2020-02-26,0800,Aqua,MODIS,51,6.0NRT,295.6,8.9,D
32.961,72.589,317,1.7,1.3,2020-02-26,0800,Aqua,MODIS,72,6.0NRT,300.8,15.6,D
32.963,72.6,318.8,1.7,1.3,2020-02-26,0800,Aqua,MODIS,75,6.0NRT,300.9,21,D
33.24,72.765,313.3,1.6,1.3,2020-02-26,0800,Aqua,MODIS,69,6.0NRT,300.1,12.7,D
32.135,72.32,311.3,2.3,1.5,2020-02-27,0530,Terra,MODIS,52,6.0NRT,292.7,23,D
32.125,72.312,308,2.3,1.5,2020-02-27,0530,Terra,MODIS,45,6.0NRT,292.6,13.3,D
31.963,72.814,308.7,2.2,1.4,2020-02-27,0530,Terra,MODIS,63,6.0NRT,292.5,19,D
27.904,78.916,306.4,1,1,2020-02-27,0530,Terra,MODIS,63,6.0NRT,292.9,4.5,D
30.687,72.552,315.9,1.4,1.2,2020-02-27,0840,Aqua,MODIS,65,6.0NRT,298.9,11.7,D
31.665,75.68,307.2,2.3,1.5,2020-02-27,0840,Aqua,MODIS,53,6.0NRT,293.1,13.7,D
31.771,75.539,305.4,2.3,1.5,2020-02-27,0840,Aqua,MODIS,32,6.0NRT,292,13.4,D
32.44,73.144,311.8,1.6,1.2,2020-02-27,0840,Aqua,MODIS,62,6.0NRT,292.5,12.9,D
32.439,73.127,323.4,1.6,1.2,2020-02-27,0840,Aqua,MODIS,79,6.0NRT,294.3,32.8,D
32.457,73.09,313.5,1.6,1.2,2020-02-27,0840,Aqua,MODIS,55,6.0NRT,295.3,14.5,D
32.966,72.495,317.2,1.5,1.2,2020-02-27,0840,Aqua,MODIS,69,6.0NRT,299.7,12,D
33.048,72.193,316.5,1.4,1.2,2020-02-27,0840,Aqua,MODIS,67,6.0NRT,301.1,10.1,D
32.048,73.769,303.5,1.4,1.2,2020-02-28,0610,Terra,MODIS,56,6.0NRT,288.5,7.6,D
31.962,73.1,309.8,1.3,1.1,2020-02-28,0610,Terra,MODIS,69,6.0NRT,290.5,10.8,D
31.749,73.134,318.6,1.3,1.1,2020-02-28,0610,Terra,MODIS,78,6.0NRT,289.5,21.4,D
29.993,77.796,306.4,1.4,1.2,2020-02-28,0745,Aqua,MODIS,63,6.0NRT,294.1,6.7,D
31.565,72.612,307.6,2.9,1.6,2020-02-28,0745,Aqua,MODIS,62,6.0NRT,289.8,25.4,D
32.026,73.272,304.6,2.5,1.5,2020-02-28,0745,Aqua,MODIS,52,6.0NRT,289.1,16.3,D
28.093,75.496,326.7,1.3,1.1,2020-02-29,0830,Aqua,MODIS,75,6.0NRT,302.9,21.7,D
29.907,72.775,312.9,1,1,2020-02-29,0830,Aqua,MODIS,66,6.0NRT,298.8,6,D
29.906,72.765,313.7,1,1,2020-02-29,0830,Aqua,MODIS,67,6.0NRT,299.7,6.6,D
29.472,77.023,303.1,1.1,1.1,2020-02-29,2035,Aqua,MODIS,53,6.0NRT,284.3,9.8,N
33.25,72.934,302.8,1,1,2020-03-01,0600,Terra,MODIS,49,6.0NRT,290.3,3.9,D
32.333,72.581,303.9,1,1,2020-03-01,0600,Terra,MODIS,50,6.0NRT,292.7,3.5,D
31.028,74.016,317.2,1.1,1,2020-03-01,0600,Terra,MODIS,76,6.0NRT,294,13.6,D
30.822,75.16,308.3,1.2,1.1,2020-03-01,0600,Terra,MODIS,50,6.0NRT,295.9,7.2,D
29.908,72.863,306.4,1,1,2020-03-01,0600,Terra,MODIS,54,6.0NRT,293.7,3.6,D
29.864,72.726,307.8,1,1,2020-03-01,0600,Terra,MODIS,60,6.0NRT,292.3,4.9,D
32.798,74.439,320.6,3.2,1.7,2020-03-01,0735,Aqua,MODIS,80,6.0NRT,291.7,91.4,D
29.12,77.358,312.8,1.1,1.1,2020-03-02,0815,Aqua,MODIS,63,6.0NRT,297.1,8.4,D
29.624,77.382,308,1.2,1.1,2020-03-02,0815,Aqua,MODIS,55,6.0NRT,296.5,5.2,D
30.996,73.786,322.7,1,1,2020-03-02,0815,Aqua,MODIS,78,6.0NRT,299.5,14.9,D
30.994,73.776,312.4,1,1,2020-03-02,0815,Aqua,MODIS,63,6.0NRT,299,5.7,D
31.496,73.55,309.4,1,1,2020-03-02,0815,Aqua,MODIS,56,6.0NRT,296.5,5.3,D
31.398,72.66,310.8,1.1,1,2020-03-02,0815,Aqua,MODIS,57,6.0NRT,297.5,6.1,D
31.467,72.446,311.9,1.1,1,2020-03-02,0815,Aqua,MODIS,60,6.0NRT,299,6.6,D
32.084,75.233,307.9,1,1,2020-03-02,0815,Aqua,MODIS,58,6.0NRT,296.1,5.4,D
31.818,72.99,312.5,1,1,2020-03-02,0815,Aqua,MODIS,62,6.0NRT,298.2,6.1,D
32.076,72.327,313.6,1.1,1,2020-03-02,0815,Aqua,MODIS,62,6.0NRT,300.5,7.4,D
32.457,72.932,313,1,1,2020-03-02,0815,Aqua,MODIS,63,6.0NRT,297.6,7.6,D
33.043,73.275,312.8,1,1,2020-03-02,0815,Aqua,MODIS,66,6.0NRT,297.8,7.8,D
33.205,72.213,309.2,1,1,2020-03-02,0815,Aqua,MODIS,52,6.0NRT,297.6,5,D
31.817,72.96,310.6,1.1,1.1,2020-03-03,0545,Terra,MODIS,60,6.0NRT,296.7,6.7,D
31.807,72.959,312.7,1.1,1.1,2020-03-03,0545,Terra,MODIS,65,6.0NRT,297.2,8.6,D
30.997,77.143,300.2,1.1,1,2020-03-03,0545,Terra,MODIS,13,6.0NRT,288.1,2.8,D
31.564,72.705,310.2,1.2,1.1,2020-03-03,0545,Terra,MODIS,57,6.0NRT,296.9,7.2,D
30.495,77.087,310.9,1.1,1,2020-03-03,0545,Terra,MODIS,61,6.0NRT,294.8,7.5,D
30.49,77.079,311.8,1.1,1,2020-03-03,0545,Terra,MODIS,69,6.0NRT,294.5,8.8,D
30.488,77.09,309.4,1.1,1,2020-03-03,0545,Terra,MODIS,65,6.0NRT,293.8,7,D
30.326,77.28,307.8,1.1,1,2020-03-03,0545,Terra,MODIS,62,6.0NRT,294.5,5.4,D
30.317,77.278,309.9,1.1,1,2020-03-03,0545,Terra,MODIS,66,6.0NRT,294.1,7.2,D
30.322,77.187,306.9,1.1,1,2020-03-03,0545,Terra,MODIS,60,6.0NRT,295.3,5,D
30.072,77.809,307.4,1.2,1.1,2020-03-03,0545,Terra,MODIS,62,6.0NRT,297,5.5,D
30.07,77.821,315.4,1.2,1.1,2020-03-03,0545,Terra,MODIS,74,6.0NRT,297.1,13,D
30.097,77.04,305,1.1,1,2020-03-03,0545,Terra,MODIS,52,6.0NRT,295,3.8,D
30.02,77.453,306.2,1.1,1.1,2020-03-03,0545,Terra,MODIS,57,6.0NRT,294.8,4.6,D
29.618,78.481,310.3,1.3,1.1,2020-03-03,0545,Terra,MODIS,68,6.0NRT,297.4,8.3,D
29.859,72.747,313.9,1.1,1,2020-03-03,0545,Terra,MODIS,67,6.0NRT,299,7.6,D
29.032,77.526,309.1,1.2,1.1,2020-03-03,0545,Terra,MODIS,60,6.0NRT,298.1,5.1,D
29.03,77.537,330.2,1.2,1.1,2020-03-03,0545,Terra,MODIS,85,6.0NRT,298.8,30.8,D
29.103,76.498,309.3,1.1,1,2020-03-03,0545,Terra,MODIS,59,6.0NRT,296.2,6.9,D
28.872,77.552,308.4,1.2,1.1,2020-03-03,0545,Terra,MODIS,57,6.0NRT,297.4,5.6,D
28.78,77.97,308.6,1.2,1.1,2020-03-03,0545,Terra,MODIS,57,6.0NRT,297.1,6.6,D
28.969,76.343,308,1.1,1,2020-03-03,0545,Terra,MODIS,46,6.0NRT,295.8,5.5,D
28.939,76.47,308.9,1.1,1,2020-03-03,0545,Terra,MODIS,53,6.0NRT,296.3,5.6,D
28.689,77.773,317.4,1.2,1.1,2020-03-03,0545,Terra,MODIS,73,6.0NRT,298,14.7,D
28.352,77.936,306.9,1.2,1.1,2020-03-03,0545,Terra,MODIS,48,6.0NRT,296.4,5.7,D
28.11,77.474,309.6,1,1,2020-03-04,0805,Aqua,MODIS,57,6.0NRT,294.8,6,D
28.691,76.982,315,1,1,2020-03-04,0805,Aqua,MODIS,57,6.0NRT,299.8,6,D
29.122,78.094,314.3,1,1,2020-03-04,0805,Aqua,MODIS,66,6.0NRT,300.5,6.5,D
28.879,76.396,313.2,1.1,1,2020-03-04,0805,Aqua,MODIS,59,6.0NRT,297.4,7.6,D
29.031,77.218,311.6,1,1,2020-03-04,0805,Aqua,MODIS,59,6.0NRT,298.4,4.8,D
29.442,78.01,317.8,1,1,2020-03-04,0805,Aqua,MODIS,55,6.0NRT,300.6,10.8,D
29.755,78.406,313.1,1,1,2020-03-04,0805,Aqua,MODIS,68,6.0NRT,301.6,6.6,D
29.683,77.131,309,1,1,2020-03-04,0805,Aqua,MODIS,57,6.0NRT,296.5,5.4,D
29.65,76.915,307.4,1,1,2020-03-04,0805,Aqua,MODIS,50,6.0NRT,296.1,4.5,D
29.714,77.157,311.8,1,1,2020-03-04,0805,Aqua,MODIS,65,6.0NRT,295.9,6.7,D
29.932,77.201,307.6,1,1,2020-03-04,0805,Aqua,MODIS,49,6.0NRT,296.6,4,D
31.823,75.544,309,1.1,1,2020-03-04,0805,Aqua,MODIS,43,6.0NRT,297.4,5.6,D
31.821,75.533,307.7,1.1,1,2020-03-04,0805,Aqua,MODIS,53,6.0NRT,295.7,4.5,D
