date, pm25, pm10, o3, no2, so2, co
2019/9/1, 75, 67, 29, 5, 8, 7
2019/9/2, 112, 92, 14, 4, 7, 8
2019/9/3, 159, 87, 87, 5, 10, 8
2019/9/4, 148, 62, 110, 4, 13, 6
2019/9/5, 87, 68, 67, 3, 18, 6
2019/9/6, 98, 54, 33, 4, 8, 6
2019/9/7, 66, 55, 60, 1, 8, 6
2019/9/8, 79, 81, 13, 3, 8, 7
2019/9/9, 140, 87, 20, 2, 8, 7
2019/9/10, 147, 106, 51, 2, 9, 8
2019/9/11, 153, 74, 31, 1, 7, 5
2019/9/12, 114, 54, 23, 9, 8, 5
2019/9/13, 66, 52, 55, 9, 10, 4
2019/9/14, 74, 52, 41, 8, 13, 5
2019/9/15, 96, 84, 46, 9, 14, 7
2019/9/16, 147, 88, 47, 8, 9, 6
2019/9/17, 147, 63, 25, 8, 11, 4
2019/9/18, 93, 38, 51, 8, 10, 3
2019/9/19, 56, 81, 25, 8, 9, 5
2019/9/20, 96, 67, 20, 8, 8, 5
2019/9/21, 113, 57, 65, 8, 10, 5
2019/9/22, 80, 64, 110, 8, 13, 5
2019/9/23, 102, 65, 19, 8, 9, 6
2019/9/24, 98, 63, 32, 9, 9, 6
2019/9/25, 73, 61, 93, 8, 19, 5
2019/9/26, 86, 42, 114, 9, 12, 5
2019/9/27, 46, 64, 45, 7, 12, 5
2019/9/28, 79, 44, 38, 5, 12, 4
2019/9/29, 58, 55, 22, 5, 7, 5
2019/9/30, 77, 62, 20, 5, 6, 5
2018/9/1, 130, 88, 4, 10, 4, 9
2018/9/2, 148, 63, 38, 12, 5, 13
2018/9/3, 103, 77, 8, 14, 4, 14
2018/9/4, 142, 76, 6, 12, 5, 11
2018/9/5, 119, 93, 8, 10, 4, 12
2018/9/6, 130, 89, 24, 16, 5, 13
2018/9/7, 118, 62, 7, 9, 5, 9
2018/9/8, 88, 54, 115, 7, 9, 7
2018/9/9, 78, 65, 19, 10, 7, 9
2018/9/10, 119, 59, 10, 10, 5, 9
2018/9/11, 96, 75, 5, 9, 5, 8
2018/9/12, 90, 84, 7, 9, 5, 8
2018/9/13, 79, 75, 8, 10, 5, 8
2018/9/14, 94, 87, 9, 10, 6, 8
2018/9/15, 107, 94, 8, 9, 7, 8
2018/9/16, 132, 105, 15, 10, 6, 8
2018/9/17, 151, 105, 17, 10, 6, 9
2018/9/18, 143, 108, 20, 13, 6, 9
2018/9/19, 135, 121, 25, 15, 7, 10
2018/9/20, 132, 83, 42, 11, 10, 9
2018/9/21, 93, 60, 44, 9, 8, 9
2018/9/22, 67, 59, 90, 8, 9, 6
2018/9/23, 75, 52, 2, 10, 5, 9
2018/9/24, 67, 62, 4, 9, 5, 9
2018/9/25, 69, 90, 8, 13, 5, 15
2018/9/26, 113, 112, 14, 13, 6, 14
2018/9/27, 163, 119, 25, 15, 6, 10
2018/9/28, 166, 135, 29, 16, 10, 10
2018/9/29, 163, 101, 17, 12, 7, 24
2018/9/30, 148, 126, 23, 17, 9, 21
2019/10/1, 87, 71, 27, 4, 7, 6
2019/10/2, 107, 104, 3, 5, 9, 10
2019/10/3, 151, 71, 4, 6, 7, 6
2019/10/4, 123, 75, 9, 6, 6, 6
2019/10/5, 108, 99, 22, 8, 6, 6
2019/10/6, 146, 97, 15, 6, 6, 6
2019/10/7, 134, 82, 18, 6, 7, 5
2019/10/8, 111, 110, 54, 7, 9, 8
2019/10/9, 154, 150, 42, 4, 11, 10
2019/10/10, 190, 123, 28, 1, 8, 9
2019/10/11, 171, 141, 21, 1, 8, 11
2019/10/12, 189, 198, 20, 1, 10, 13
2019/10/13, 239, 155, 21, 2, 8, 13
2019/10/14, 200, 185, 34, 14, 9, 15
2019/10/15, 208, 197, 84, 30, 16, 13
2019/10/16, 216, 173, 27, 27, 30, 10
2019/10/17, 204, 154, 27, 20, 15, 7
2019/10/18, 155, 118, 29, 21, 7, 10
2019/10/19, 168, 122, 33, 13, 8, 9
2019/10/20, 168, 144, 29, 10, 8, 10
2019/10/21, 195, 132, 28, 9, 7, 12
2019/10/22, 172, 189, 20, 16, 10, 21
2019/10/23, 209, 268, 26, 25, 26, 18
2019/10/24, 239, 220, 29, 20, 18, 19
2019/10/25, 199, 264, 28, 16, 13, 25
2019/10/26, 246, 259, 36, 7, 11, 27
2019/10/27, 296, 374, 32, 3, 17, 27
2019/10/28, 402, 414, 20, , 8, 28
2019/10/29, 390, 399, 20, 2, 8, 39
2019/10/30, 388, 434, 23, 3, 13, 47
2019/10/31, 406, 481, 21, 17, 16, 30
2018/10/1, 159, 119, 20, 16, 8, 47
2018/10/2, 152, 131, 44, 19, 8, 15
2018/10/3, 157, 184, 45, 21, 10, 15
2018/10/4, 208, 185, 28, 19, 9, 14
2018/10/5, 211, 114, 22, 13, 9, 9
2018/10/6, 153, 141, 32, 13, 10, 10
2018/10/7, 168, 237, 69, 15, 11, 28
2018/10/8, 226, 171, 97, 13, 13, 22
2018/10/9, 185, 147, 73, 13, 16, 9
2018/10/10, 180, 135, 77, 9, 9, 10
2018/10/11, 133, 165, 25, 19, 13, 14
2018/10/12, 179, 234, 33, 18, 11, 11
2018/10/13, 226, 144, 8, 16, 9, 11
2018/10/14, 181, 181, 46, 19, 9, 13
2018/10/15, 195, 254, 77, 19, 10, 15
2018/10/16, 224, 202, 56, 16, 10, 12
2018/10/17, 224, 138, 22, 15, 6, 9
2018/10/18, 164, 178, 61, 16, 11, 11
2018/10/19, 190, 184, 23, 12, 6, 9
2018/10/20, 260, 168, 10, 29, 9, 13
2018/10/21, 146, 176, 32, 22, 8, 14
2018/10/22, 145, 236, 48, 26, 8, 19
2018/10/23, 151, 315, 32, 29, 8, 23
2018/10/24, 189, 284, 49, 24, 13, 26
2018/10/25, 167, 403, 29, 23, 12, 30
2018/10/26, 312, 428, 15, 25, 11, 37
2018/10/27, 325, 315, 14, 18, 9, 29
2018/10/28, 305, 352, 20, 18, 9, 30
2018/10/29, 315, 530, 14, 27, 10, 35
2018/10/30, 406, 376, 21, 19, 12, 31
2018/10/31, 316, 421, 15, 18, 12, 31
2019/11/1, 438, 403, 20, 20, 11, 20
2019/11/2, 403, 771, 14, 20, 7, 34
2019/11/3, 715, 421, 17, 15, 10, 50
2019/11/4, 421, 256, 26, 11, 12, 9
2019/11/5, 310, 126, 21, 13, 6, 26
2019/11/6, 175, 190, 11, 12, 7, 14
2019/11/7, 247, 199, 26, 11, 12, 20
2019/11/8, 251, 140, 20, 9, 8, 14
2019/11/9, 203, 221, 29, 9, 10, 16
2019/11/10, 286, 315, 29, 11, 10, 17
2019/11/11, 348, 430, 22, 12, 10, 20
2019/11/12, 442, 385, 17, 11, 11, 18
2019/11/13, 416, 436, 28, 14, 11, 40
2019/11/14, 416, 357, 19, 10, 10, 30
2019/11/15, 383, 182, 18, 7, 9, 21
2019/11/16, 222, 103, 16, 5, 7, 7
2019/11/17, 160, 116, 22, 6, 6, 10
2019/11/18, 193, 148, 25, 8, 7, 17
2019/11/19, 220, 253, 21, 10, 9, 30
2019/11/20, 280, 263, 22, 11, 11, 25
2019/11/21, 292, 269, 15, 11, 8, 18
2019/11/22, 322, 141, 12, 7, 8, 8
2019/11/23, 207, 108, 11, 7, 4, 8
2019/11/24, 146, 119, 22, 7, 6, 11
2019/11/25, 181, 145, 22, 7, 13, 11
2019/11/26, 188, 105, 24, 7, 6, 7
2019/11/27, 164, 50, 14, 5, 4, 3
2019/11/28, 89, 70, 13, 5, 5, 7
2019/11/29, 131, 102, 13, 6, 7, 9
2019/11/30, 173, 115, 19, 7, 5, 8
2018/11/1, 333, 307, 15, 18, 15, 23
2018/11/2, 284, 189, 18, 14, 11, 20
2018/11/3, 200, 112, 34, 10, 7, 15
2018/11/4, 92, 470, 26, 17, 6, 24
2018/11/5, 183, 209, 45, 18, 6, 18
2018/11/6, 134, 217, 61, 19, 10, 21
2018/11/7, 196, 654, 16, 24, 13, 35
2018/11/8, 620, 474, 43, 27, 8, 33
2018/11/9, 424, 479, 22, 31, 9, 40
2018/11/10, 393, 398, 43, 30, 7, 30
2018/11/11, 349, 362, 36, 26, 8, 32
2018/11/12, 329, 388, 13, 28, 8, 36
2018/11/13, 354, 189, 31, 23, 7, 26
2018/11/14, 223, 112, 66, 18, 7, 16
2018/11/15, 96, 146, 32, 19, 6, 17
2018/11/16, 92, 163, 39, 22, 7, 23
2018/11/17, 115, 250, 65, 25, 12, 27
2018/11/18, 128, 233, 102, 22, 16, 18
2018/11/19, 180, 274, 41, 24, 9, 22
2018/11/20, 293, 229, 34, 21, 7, 21
2018/11/21, 270, 198, 41, 25, 8, 27
2018/11/22, 202, 219, 30, 23, 8, 20
2018/11/23, 239, 147, 31, 19, 7, 17
2018/11/24, 193, 202, 32, 25, 9, 24
2018/11/25, 212, 259, 17, 26, 10, 32
2018/11/26, 251, 321, 21, 29, 10, 43
