date, pm25, pm10, o3, no2, so2, co
2019/9/1, 77, 75, 9, 21, 4, 10
2019/9/2, 113, 94, 8, 21, 3, 13
2019/9/3, 146, 94, 11, 22, 2, 11
2019/9/4, 152, 60, 7, 16, 2, 10
2019/9/5, 87, 59, 7, 17, 2, 10
2019/9/6, 87, 56, 7, 15, 3, 10
2019/9/7, 85, 58, 17, 14, 3, 9
2019/9/8, 87, 85, 8, 17, 2, 13
2019/9/9, 137, 95, 7, 19, 3, 14
2019/9/10, 148, 106, 8, 26, 3, 13
2019/9/11, 157, 82, 6, 18, 3, 10
2019/9/12, 133, 56, 8, 14, 3, 8
2019/9/13, 83, 50, 19, 12, 4, 7
2019/9/14, 75, 56, 15, 15, 4, 9
2019/9/15, 98, 81, 9, 20, 3, 12
2019/9/16, 130, 90, 11, 21, 3, 11
2019/9/17, 132, 63, 9, 15, 4, 7
2019/9/18, 94, 41, 6, 10, 3, 7
2019/9/19, 64, 60, 6, 15, 3, 9
2019/9/20, 87, 69, 6, 13, 5, 8
2019/9/21, 104, , , , , 
2019/9/23, 95, 68, 15, 17, 4, 9
2019/9/24, 97, 66, 10, 17, 4, 9
2019/9/25, 86, 42, 5, 11, 3, 7
2019/9/26, 58, 47, 4, 12, 6, 7
2019/9/27, 49, 51, 3, 11, 5, 7
2019/9/28, 63, 27, 3, 9, 3, 6
2019/9/29, 42, 50, 3, 13, 3, 9
2019/9/30, 79, 58, 3, 14, 3, 9
2018/9/1, 117, 56, 41, 15, 4, 9
2018/9/2, 95, 52, 38, 19, 5, 10
2018/9/3, 92, 76, 16, 29, 5, 16
2018/9/4, 122, 63, 17, 18, 4, 7
2018/9/5, 115, 84, 30, 16, 4, 10
2018/9/6, 127, 63, 22, 23, 5, 11
2018/9/7, 101, 52, 24, 14, 5, 6
2018/9/8, 97, 30, 29, 10, 5, 3
2018/9/9, 70, 54, 15, 15, 5, 5
2018/9/10, 88, 48, 17, 13, 5, 6
2018/9/11, 79, 60, 9, 13, 5, 4
2018/9/12, 94, 67, 12, 12, 5, 4
2018/9/13, 87, 72, 18, 14, 5, 5
2018/9/14, 95, 72, 20, 16, 5, 7
2018/9/15, 104, 78, 18, 17, 5, 6
2018/9/16, 115, 93, 30, 18, 5, 8
2018/9/17, 134, 82, 37, 17, 5, 5
2018/9/18, 137, 92, 45, 22, 6, 9
2018/9/19, 144, 91, 59, 30, 7, 12
2018/9/20, 152, 67, 18, 17, 6, 5
2018/9/21, 101, 30, 12, 12, 5, 4
2018/9/22, 66, 30, 16, 9, 5, 4
2018/9/23, 74, 22, 7, 13, 5, 5
2018/9/24, 61, 27, 13, 14, 5, 6
2018/9/25, 65, 71, 38, 18, 5, 9
2018/9/26, 93, 77, 46, 22, 5, 19
2018/9/27, 155, 128, 42, 31, 6, 26
2018/9/28, 151, 130, 42, 32, 5, 21
2018/9/29, 157, 87, 42, 24, 6, 9
2018/9/30, 131, 81, 52, 29, 6, 13
2019/9/22, , 63, 7, 17, 5, 9
2019/10/1, 86, 70, 6, 18, 5, 10
2019/10/2, 105, 88, 36, 22, 5, 21
