date, pm25, pm10, o3, no2, so2, co
2019/9/1, 91, 55, 17, 7, 2, 4
2019/9/2, 90, 67, 16, 6, 2, 4
2019/9/3, 122, 66, 11, 7, 2, 4
2019/9/4, 105, 52, 10, 7, 2, 4
2019/9/5, 68, 51, 11, 7, 2, 4
2019/9/6, 81, 53, 14, 8, 2, 3
2019/9/7, 99, 51, 12, 5, 1, 3
2019/9/8, 100, 69, 13, 6, 2, 4
2019/9/9, 142, 81, 14, 6, 2, 5
2019/9/10, 138, 91, 15, 8, 1, 5
2019/9/11, 151, 78, 9, 10, 1, 5
2019/9/12, 141, 58, 9, 6, 2, 4
2019/9/13, 108, 56, 8, 6, 1, 4
2019/9/14, 110, 42, 10, 4, 1, 3
2019/9/15, 76, 64, 14, 6, 4, 4
2019/9/16, 115, 79, 18, 8, 4, 5
2019/9/17, 136, 68, 19, 7, 2, 4
2019/9/18, 100, 40, 13, 4, 4, 3
2019/9/19, 59, 51, 15, 5, 2, 4
2019/9/20, 74, 71, 15, 9, 2, 7
2019/9/21, 114, 52, 16, 7, 2, 4
2019/9/22, 84, 42, 15, 5, 2, 4
2019/9/23, 69, 67, 19, 9, 2, 6
2019/9/24, 100, 61, 17, 6, 2, 4
2019/9/25, 99, 62, 11, 8, 2, 5
2019/9/26, 95, 57, 9, 11, 1, 4
2019/9/27, 92, 46, 11, 8, 1, 4
2019/9/28, 74, 28, 8, 6, 4, 3
2019/9/29, 41, 35, 10, 7, 2, 3
2019/9/30, 54, 46, 13, 12, 3, 4
2019/10/1, 69, 64, 30, 22, 3, 5
2019/10/2, 111, 85, 27, 17, 4, 5
2019/10/3, 148, 66, 20, 12, 4, 3
2019/10/4, 86, 60, 23, 9, 4, 3
2019/10/5, 90, 77, 26, 9, 7, 4
2019/10/6, 127, 87, 22, 9, 6, 5
2019/10/7, 140, 73, 27, 8, 5, 4
2019/10/8, 112, 98, 21, 18, 3, 6
2019/10/9, 153, 108, 31, 18, 5, 7
2019/10/10, 160, 96, 28, 15, 7, 5
2019/10/11, 152, 112, 26, 19, 5, 8
2019/10/12, 167, 126, 30, 14, 6, 7
2019/10/13, 167, 127, 31, 12, 6, 8
2019/10/14, 172, 158, 33, 26, 3, 11
2019/10/15, 192, 139, 28, 23, 5, 9
2019/10/16, 182, 106, 24, 17, 4, 6
2019/10/17, 164, 120, 27, 16, 3, 7
2019/10/18, 171, 112, 29, 14, 8, 7
2019/10/19, 165, 122, 29, 13, 7, 6
2019/10/20, 174, 116, 30, 13, 8, 7
2019/10/21, 171, 143, 33, 18, 10, 8
2019/10/22, 187, 130, 33, 21, 10, 9
2019/10/23, 176, 163, 31, 32, 6, 12
2019/10/24, 189, 134, 28, 30, 6, 9
2019/10/25, 173, 165, 30, 30, 6, 11
2019/10/26, 188, 244, 34, 29, 13, 14
2019/10/27, 289, 257, 36, 24, 16, 14
2019/10/28, 282, 270, 25, 27, 5, 15
2019/10/29, 278, 301, 25, 33, 3, 19
2019/10/30, 304, 332, 30, 28, 9, 17
2019/10/31, 319, 285, 31, 28, 8, 15
2019/11/1, 289, 349, 26, 23, 8, 18
2019/11/2, 316, 503, 26, 29, 7, 30
2019/11/3, 488, 278, 26, 20, 8, 14
2019/11/4, 284, 182, 31, 23, 13, 12
2019/11/5, 231, 344, 33, 35, 10, 16
2019/11/6, 324, 99, 16, 18, 6, 6
2019/11/7, 150, 74, 19, 19, 7, 4
2019/11/8, 122, 102, 26, 18, 7, 7
2019/11/9, 161, 229, 31, 28, 11, 12
2019/11/10, 261, 217, 35, 32, 11, 13
2019/11/11, 246, 253, 37, 27, 13, 12
2019/11/12, 262, 199, 24, 35, 13, 14
2019/11/13, 231, 157, 23, 32, 8, 12
2019/11/14, 210, 136, 22, 20, 8, 9
2019/11/15, 210, 117, 22, 14, 6, 5
2019/11/16, 154, 63, 24, 11, 4, 4
2019/11/17, 125, 87, 26, 20, 8, 6
2019/11/18, 148, 132, 33, 30, 23, 11
2019/11/19, 195, 142, 30, 38, 6, 11
2019/11/20, 196, 130, 32, 34, 8, 11
2019/11/21, 183, 113, 23, 17, 8, 7
2019/11/22, 177, 91, 19, 15, 8, 7
2019/11/23, 164, 87, 25, 14, 7, 5
2019/11/24, 163, 77, 25, 16, 8, 5
2019/11/25, 147, 70, 17, 22, 7, 4
2019/11/26, 133, 56, 14, 14, 7, 4
2019/11/27, 107, 40, 15, 13, 11, 3
2019/11/28, 93, 61, 20, 17, 5, 5
2019/11/29, 125, 75, 19, 14, 4, 5
2019/11/30, 160, 81, 28, 13, 6, 5
