date, pm25, pm10, o3, no2, so2, co
2019/7/12, 75, 63, 19, 9, 1, 3
2019/7/13, 75, 39, 16, 14, 1, 3
2019/7/14, 47, 42, 10, 12, 8, 3
2019/7/15, 52, 30, 6, 12, 1, 3
2019/7/16, 38, 31, 7, 11, 1, 4
2019/7/17, 40, 46, 10, 9, 1, 4
2019/7/18, 56, 42, 10, 11, 1, 4
2019/7/19, 51, 44, 16, 9, 1, 4
2019/7/20, 53, 31, 16, 11, 1, 4
2019/7/21, 39, 39, 15, 10, 1, 5
2019/7/22, 48, 35, 13, 6, 1, 4
2019/7/23, 53, 50, 19, 5, 1, 4
2019/7/24, 76, 22, 14, 6, 1, 3
2019/7/25, 44, 19, 14, 6, 1, 3
2019/7/26, 39, 16, 15, 6, 1, 3
2019/7/27, 29, 16, 19, 6, 1, 3
2019/7/28, 20, 19, 14, 6, 1, 3
2019/7/29, 24, 20, 17, 4, 1, 3
2019/7/30, 26, 18, 16, 4, 1, 3
2019/7/31, 24, 37, 18, 4, 1, 4
2019/8/1, 47, 31, 16, 3, 1, 4
2019/8/2, 39, 29, 15, 2, 1, 4
2019/8/3, 37, 30, 11, 5, 1, 4
2019/8/4, 39, 46, 14, 5, 1, 4
2019/8/5, 56, 37, 14, 2, 1, 4
2019/8/6, 46, 28, 15, , 1, 4
2019/8/7, 36, 33, 14, , 1, 4
2019/8/8, 41, 20, 15, , 1, 3
2019/8/9, 26, 24, 14, , 1, 3
2019/8/10, 31, 28, 13, , 1, 3
2019/8/11, 37, 48, 13, , 1, 4
2019/8/12, 58, 28, 12, , 1, 3
2019/8/13, 35, 29, 11, , 1, 13
2019/8/14, 37, 45, 9, , 1, 3
2019/8/15, 54, 28, 9, , 1, 2
2019/8/16, 36, 20, 11, , 1, 2
2019/8/17, 26, 14, 9, , 1, 2
2019/8/18, 18, 25, 8, , 1, 3
2019/8/19, 32, 42, 7, , 1, 2
2019/8/20, 52, 53, 11, , 1, 3
2019/8/21, 62, 53, 9, , 1, 4
2019/8/22, 62, 55, 9, , 1, 3
2019/8/23, 64, 58, 8, , 1, 3
2019/8/24, 68, 44, 8, , 1, 3
2019/8/25, 53, 36, 8, , 1, 3
2019/8/26, 46, 51, 9, , 1, 4
2019/8/27, 60, 49, 9, , 1, 8
2019/8/28, 58, 53, 9, , 1, 22
2019/8/29, 62, 52, 8, , 1, 12
2019/8/30, 60, 59, 9, , 1, 11
2019/8/31, 68, 50, 8, , 1, 9
2019/9/1, 60, 43, 12, , 1, 9
2019/9/2, 52, 94, 11, , 1, 9
2019/9/3, 80, 49, 8, , 1, 10
2019/9/4, 58, 33, 8, , 1, 5
2019/9/5, 42, 56, 10, , 1, 5
2019/9/6, 66, 54, 17, , 1, 6
2019/9/7, 63, 47, 17, , 1, 7
2019/9/8, 56, 63, 19, , 1, 5
2019/9/9, 73, 61, 19, , 5, 3
2019/9/10, 71, 82, 17, , 1, 3
2019/9/11, 83, 61, 18, , 1, 3
2019/9/12, 78, 49, 5, , 1, 3
2019/9/13, 67, 57, 5, , 1, 3
2019/9/14, 90, 43, 3, , 1, 4
2019/9/15, 71, 59, 7, , 1, 3
2019/9/16, 94, 72, 10, , 1, 3
2019/9/17, 120, 60, 8, , 1, 3
2019/9/18, 95, 37, 6, , 1, 2
2019/9/19, 63, 38, 7, , 1, 3
2019/9/20, 63, 49, 5, , 2, 2
2019/9/21, 78, 46, 3, , 1, 3
2019/9/22, 75, 32, 8, , 1, 2
2019/9/23, 58, 49, 8, , 1, 3
2019/9/24, 77, 54, 9, , 1, 3
2019/9/25, 84, 49, 6, , 1, 3
2019/9/26, 82, 38, 7, , 1, 3
2019/9/27, 64, 34, 3, , 1, 3
2019/9/28, 59, 15, 3, , 1, 3
2019/9/29, 31, 26, 5, , 1, 3
2019/9/30, 49, 41, 6, , 1, 3
2019/4/1, 132, 111, 10, 41, 4, 8
2019/4/2, 136, 110, 9, 43, 3, 8
2019/4/3, 136, 134, 10, 45, 4, 10
2019/4/4, 156, 142, 10, 36, 4, 10
2019/4/5, 159, 130, 9, 48, 4, 11
2019/4/6, 151, 149, 9, 56, 3, 11
2019/4/7, 133, 328, 9, 39, 3, 9
2019/4/8, 170, 83, 10, 29, 4, 11
2019/4/9, 112, 91, 8, 26, 3, 10
2019/4/10, 119, 82, 10, 21, 3, 10
2019/4/11, 115, 101, 9, 17, 3, 11
2019/4/12, 125, 89, 8, 25, 3, 10
2019/4/13, 125, 72, 6, 45, 3, 10
2019/4/14, 91, 85, 9, 29, 3, 11
2019/4/15, 116, 83, 7, 12, 2, 10
2019/4/16, 97, 47, 6, 15, 2, 10
2019/4/17, 64, 36, 7, 16, 2, 10
2019/4/18, 58, 60, 9, 10, 2, 12
2019/4/19, 98, 70, 10, 10, 2, 12
2019/4/20, 111, 84, 11, 15, 3, 14
2019/4/21, 123, 80, 11, 14, 2, 14
2019/4/22, 109, 99, 11, 14, 4, 16
2019/4/23, 130, 123, 13, 15, 2, 14
2019/4/24, 143, 90, 13, 9, 3, 14
2019/4/25, 115, 104, 13, 7, 3, 14
2019/4/26, 133, 118, 14, 7, 3, 8
2019/4/27, 120, 120, 15, 9, 4, 11
2019/4/28, 141, 120, 16, 13, 5, 12
2019/4/29, 141, 104, 21, 14, 5, 11
2019/4/30, 124, 80, 17, 11, 4, 11
2019/5/1, 102, 92, 13, 17, 4, 10
2019/5/2, 111, 69, 18, 15, 4, 10
2019/5/3, 94, 94, 18, 10, 6, 9
2019/5/4, 124, 89, 16, 15, 4, 12
2019/5/5, 113, 102, 17, 14, 4, 12
2019/5/6, 131, 105, 19, 16, 5, 11
2019/5/7, 138, 106, 15, 18, 5, 11
2019/5/8, 138, 146, 14, 16, 7, 14
2019/5/9, 148, 164, 17, 12, 4, 14
2019/5/10, 114, 91, 18, 11, 5, 14
2019/5/11, 46, 110, 13, 13, 5, 17
2019/5/12, 51, 121, 21, 9, 6, 16
2019/5/13, 72, 63, 19, 9, 3, 17
2019/5/14, 37, 96, 15, 10, 4, 19
2019/5/15, 64, 101, 16, 9, 4, 20
2019/5/16, 80, 116, 8, 8, 3, 17
2019/5/17, 143, 79, 15, 6, 3, 
2019/5/18, 120, 79, 16, 7, 3, 
2019/5/19, 113, 117, 18, 7, 4, 
2019/5/20, 141, 89, 16, 8, 4, 6
2019/5/21, 122, 117, 17, 10, 8, 6
2019/5/22, 145, 128, 10, 7, 5, 6
2019/5/23, 118, 59, 8, 6, 3, 4
2019/5/24, 80, 63, 15, 6, 2, 3
2019/5/25, 72, 76, 17, 8, 4, 5
2019/5/26, 89, 86, 18, 8, 5, 4
2019/5/27, 107, 71, 22, 9, 5, 3
2019/5/28, 101, 95, 17, 12, 7, 5
2019/5/29, 136, 103, 17, 14, 7, 6
2019/5/30, 138, 94, 16, 12, 6, 6
2019/5/31, 130, 111, 18, 12, 3, 7
2019/6/1, 154, 104, 16, 12, 1, 6
2019/6/2, 139, 123, 15, 13, 2, 5
2019/6/3, 126, 108, 19, 12, 2, 5
2019/6/4, 98, 99, 18, 10, 2, 7
2019/6/5, 141, 101, 16, 9, 4, 5
2019/6/6, 142, 66, 20, 10, 3, 4
2019/6/7, 102, 87, 23, 10, 4, 5
2019/6/8, 125, 83, 24, 10, 4, 5
2019/6/9, 103, 99, 26, 11, 6, 6
2019/6/10, 143, 112, 22, 9, 4, 5
2019/6/11, 138, 130, 17, 8, 2, 4
2019/6/12, 103, 80, 16, 7, 3, 4
2019/6/13, 101, 94, 24, 9, 4, 4
2019/6/14, 125, 134, 20, 9, 6, 4
2019/6/15, 145, 80, 12, 6, 2, 3
2019/6/16, 102, 91, 13, 6, 1, 4
2019/6/17, 115, 51, 9, 8, 1, 4
